MIDL 32Re Data for 2015-03 (GSM nT, km/s, cm^-3, K)
year month day hour minute Bx By Bz Ux Uy Uz rho T B_interp Ux_interp Uyz_interp rho_interp T_interp
2015  3 18  9  3     5.90   -10.20     2.38    -556.4    -37.69    -33.60     4.227     179936    0    0    0    1    1
2015  3 18  9  4     5.91   -10.35     1.37    -554.8    -41.00    -37.45     4.209     175984    0    0    0    1    1
2015  3 18  9  5     6.26   -10.37     0.41    -549.9    -40.51    -43.03     4.158     170445    0    0    0    1    1
2015  3 18  9  6     6.69   -10.26    -0.52    -545.0    -38.76    -49.87     4.099     164326    0    0    0    1    1
2015  3 18  9  7     7.17    -9.80    -1.43    -542.0    -35.69    -59.25     4.041     157450    0    0    0    1    1
2015  3 18  9  8     7.68    -9.00    -2.19    -539.0    -35.77    -58.39     4.079     157335    0    0    0    0    0
2015  3 18  9  9     8.15    -8.54    -2.54    -535.6    -33.08    -55.93     4.195     169279    0    0    0    0    0
2015  3 18  9 10     8.02    -8.71    -2.46    -538.5    -32.90    -54.53     4.321     184392    0    0    0    0    0
2015  3 18  9 11     7.03    -9.39    -2.03    -547.5    -37.10    -53.62     4.314     191074    0    0    0    0    0
2015  3 18  9 12     6.94    -9.04    -2.54    -547.1    -34.46    -59.24     4.367     191074    0    0    0    0    0
2015  3 18  9 13     7.24    -8.32    -3.47    -543.0    -29.28    -67.15     4.425     190990    0    0    0    0    0
2015  3 18  9 14     7.01    -8.71    -4.04    -543.9    -31.18    -72.77     4.657     189093    0    0    0    0    0
2015  3 18  9 15     6.63    -8.99    -4.63    -547.6    -33.33    -79.53     4.893     183453    0    0    0    0    0
2015  3 18  9 16     6.40    -8.93    -4.79    -546.1    -34.14    -78.90     4.895     182302    0    0    0    0    0
2015  3 18  9 17     6.56    -8.85    -4.78    -544.5    -36.22    -75.10     4.832     180569    0    0    0    0    0
2015  3 18  9 18     6.82    -9.32    -4.25    -544.8    -38.84    -69.36     4.809     182066    0    0    0    0    0
2015  3 18  9 19     6.72    -9.57    -3.27    -547.9    -40.01    -63.40     4.878     191025    0    0    0    0    0
2015  3 18  9 20     6.46   -10.02    -2.34    -551.6    -43.21    -53.12     4.561     194879    0    0    0    0    0
2015  3 18  9 21     6.46   -10.24    -1.32    -552.3    -52.42    -60.75     4.243     188642    0    0    0    0    0
2015  3 18  9 22     6.56   -10.29    -0.72    -550.5    -47.12    -56.44     4.125     185752    0    0    0    0    0
2015  3 18  9 23     6.49   -10.40    -0.40    -548.9    -40.09    -49.81     4.121     185752    0    0    0    0    0
2015  3 18  9 24     6.37   -10.61    -0.13    -549.4    -41.48    -50.00     4.166     180103    0    0    0    0    0
2015  3 18  9 25     6.38   -10.75    -0.20    -550.0    -42.74    -51.17     4.052     167203    0    0    0    0    0
2015  3 18  9 26     6.39   -10.77    -0.58    -550.3    -42.45    -53.33     4.001     161040    0    0    0    0    0
2015  3 18  9 27     6.34   -10.82    -0.83    -551.6    -42.06    -53.71     4.085     161040    0    0    0    0    0
2015  3 18  9 28     5.95   -10.96    -0.51    -560.1    -46.40    -44.61     4.114     158237    0    1    1    1    1
2015  3 18  9 29     5.63   -11.18     1.67    -563.4    -53.53    -41.58     3.905     152216    0    1    1    1    1
2015  3 18  9 30     5.93   -10.97     2.60    -562.7    -63.38    -44.93     3.829     149426    0    1    0    1    1
2015  3 18  9 31     6.14   -10.85     3.11    -561.6    -61.76    -44.07     3.755     148183    0    1    0    1    1
2015  3 18  9 32     6.27   -10.79     3.11    -560.9    -59.39    -41.38     3.697     147814    0    1    0    1    1
2015  3 18  9 33     6.45   -10.75     2.93    -561.2    -53.23    -35.65     3.689     149303    0    0    0    1    1
2015  3 18  9 34     6.24   -10.91     2.45    -560.1    -41.53    -26.40     3.759     154982    0    0    0    1    1
2015  3 18  9 35     6.01   -11.07     1.89    -559.7    -43.07    -30.59     4.026     162619    0    0    0    1    1
2015  3 18  9 36     5.16   -11.27     0.22    -563.1    -46.33    -38.85     4.137     173990    0    0    0    0    0
2015  3 18  9 37     4.43   -11.72    -1.20    -567.8    -47.01    -46.09     4.202     181564    0    0    0    0    0
2015  3 18  9 38     3.95   -12.00    -1.31    -570.8    -47.29    -47.27     4.219     181963    0    0    0    0    0
2015  3 18  9 39     3.53   -11.98    -0.99    -574.8    -47.21    -46.18     4.187     173121    0    0    0    0    0
2015  3 18  9 40     3.63   -11.89    -0.76    -574.4    -47.54    -43.30     4.156     173926    0    0    0    0    0
2015  3 18  9 41     4.04   -11.86    -0.24    -574.1    -48.01    -42.12     4.108     183073    0    0    0    0    0
2015  3 18  9 42     4.19   -11.86    -0.19    -569.5    -48.39    -43.50     4.162     186574    0    0    0    0    0
2015  3 18  9 43     4.39   -11.87    -0.30    -568.7    -48.12    -44.57     4.201     187766    0    0    0    1    1
2015  3 18  9 44     5.18   -11.47     0.16    -564.3    -44.40    -44.12     4.185     187978    0    0    0    1    1
2015  3 18  9 45     6.06   -10.94     0.72    -558.9    -39.98    -43.41     4.152     188192    0    0    0    1    1
2015  3 18  9 46     6.08   -10.70     0.19    -559.3    -38.84    -44.83     4.118     188702    0    0    0    1    1
2015  3 18  9 47     5.50   -10.81    -0.43    -560.2    -38.75    -46.83     4.192     192569    0    0    0    1    1
2015  3 18  9 48     4.93   -10.87    -0.51    -561.0    -40.04    -45.80     4.490     199994    0    0    0    1    1
2015  3 18  9 49     5.04   -10.75    -0.36    -558.9    -40.58    -41.67     4.517     199125    0    0    0    1    1
2015  3 18  9 50     5.48   -10.64     0.62    -555.4    -40.49    -37.44     4.468     193332    0    0    0    1    1
2015  3 18  9 51     6.22   -10.52     0.85    -551.2    -38.92    -31.28     4.447     192463    0    0    0    1    1
2015  3 18  9 52     6.77   -10.38     0.98    -548.9    -37.31    -25.81     4.445     192463    0    0    0    1    1
2015  3 18  9 53     6.90   -10.27     1.11    -549.1    -36.53    -31.73     4.433     190559    0    0    0    1    1
2015  3 18  9 54     6.93   -10.26     1.12    -549.6    -36.36    -39.31     4.399     188443    0    0    0    1    1
2015  3 18  9 55     7.07   -10.29     0.89    -549.7    -36.18    -36.21     4.398     191500    0    0    0    1    1
2015  3 18  9 56     7.20   -10.37     0.00    -550.6    -41.60    -33.43     4.452     196106    0    0    0    1    1
2015  3 18  9 57     7.08   -10.45    -0.11    -550.0    -47.06    -33.02     4.513     197401    0    0    0    1    1
2015  3 18  9 58     6.67   -10.37     2.35    -553.3    -38.38    -34.82     4.324     186798    0    0    0    1    1
2015  3 18  9 59     6.33   -10.30     4.13    -555.9    -34.61    -29.82     4.206     183264    0    0    0    1    1
2015  3 18 10  0     6.47   -10.30     4.20    -556.0    -34.66    -24.55     4.214     183264    0    0    0    1    1
2015  3 18 10  1     6.47   -10.31     4.06    -555.3    -51.09    -28.79     4.174     178963    0    0    0    1    1
2015  3 18 10  2     6.41   -10.46     3.73    -558.4    -57.23    -33.83     4.179     179403    0    0    0    1    1
2015  3 18 10  3     6.02   -10.90     3.15    -559.8    -55.54    -34.77     4.322     193580    0    0    0    1    1
2015  3 18 10  4     5.88   -11.00     2.97    -560.2    -43.07    -30.01     4.427     197951    0    0    0    1    1
2015  3 18 10  5     5.79   -11.02     2.85    -560.6    -39.10    -26.59     4.540     200388    0    0    0    1    1
2015  3 18 10  6     5.78   -11.06     2.89    -560.2    -34.83    -25.51     4.679     206498    0    0    0    1    1
2015  3 18 10  7     5.81   -11.06     2.37    -558.6    -32.57    -30.52     4.701     206937    0    0    0    1    1
2015  3 18 10  8     5.87   -11.08     0.78    -560.7    -32.25    -33.36     4.716     207144    0    0    0    1    1
2015  3 18 10  9     4.41   -11.10    -2.37    -571.3    -32.69    -41.74     4.740     207555    0    0    0    1    1
2015  3 18 10 10     4.41   -11.33    -2.24    -573.6    -31.91    -40.37     4.632     194540    0    0    0    1    1
2015  3 18 10 11     4.74   -11.63    -1.05    -573.4    -31.04    -36.70     4.640     194764    0    0    0    1    1
2015  3 18 10 12     5.40   -11.56     0.13    -568.3    -30.07    -32.34     4.782     201463    0    0    0    1    1
2015  3 18 10 13     5.83   -11.34     1.00    -564.4    -25.38    -27.29     4.899     207702    0    0    0    1    1
2015  3 18 10 14     6.04   -11.06     1.37    -562.0    -20.03    -23.77     4.998     213770    0    0    0    1    1
2015  3 18 10 15     6.16   -10.98     1.15    -561.0    -19.68    -24.44     5.081     220477    0    0    0    1    1
2015  3 18 10 16     6.17   -11.06     0.84    -559.8    -20.84    -24.66     5.079     226378    0    0    0    1    1
2015  3 18 10 17     5.53   -11.02     0.86    -556.1    -20.74    -22.22     4.977     226378    0    0    0    1    1
2015  3 18 10 18     5.96   -11.11     1.83    -556.0    -20.39    -16.59     4.799     209639    0    0    0    1    1
2015  3 18 10 19     6.13   -11.13     2.27    -555.2    -20.09    -14.13     4.736     202258    0    0    0    1    1
2015  3 18 10 20     6.44   -11.12     2.26    -559.3    -21.52    -15.31     4.803     204169    0    0    0    1    1
2015  3 18 10 21     6.08   -11.12     1.31    -564.6    -19.85    -23.56     5.231     221475    0    0    0    1    1
2015  3 18 10 22     5.85   -11.06    -0.37    -563.9    -15.80    -26.13     5.284     218720    0    0    0    1    1
2015  3 18 10 23     6.12   -10.89    -1.26    -563.0    -11.94    -26.95     5.305     215080    0    0    0    1    1
2015  3 18 10 24     6.61   -10.67    -0.86    -563.1    -10.26    -27.35     5.334     216695    0    0    0    1    1
2015  3 18 10 25     6.98   -10.44     0.07    -563.7     -6.96    -24.86     5.358     221305    0    0    0    1    1
2015  3 18 10 26     6.75   -10.53     0.63    -566.3     -2.74    -22.44     5.496     226814    0    0    0    1    1
2015  3 18 10 27     6.59   -10.72    -0.18    -567.1     -5.61    -26.28     5.603     228890    0    0    0    1    1
2015  3 18 10 28     6.48   -10.75    -0.71    -567.7     -7.82    -28.81     5.514     221200    0    0    0    1    1
2015  3 18 10 29     6.52   -10.72    -0.84    -565.4     -7.34    -28.12     5.317     216844    0    0    0    1    1
2015  3 18 10 30     6.70   -10.67    -0.96    -562.1     -5.82    -26.38     5.160     216382    0    0    0    1    1
2015  3 18 10 31     6.92   -10.59    -0.89    -559.7     -3.89    -24.40     5.109     216466    0    0    0    1    1
2015  3 18 10 32     7.17   -10.50    -0.49    -557.8     -4.05    -24.15     5.114     216876    0    0    0    1    1
2015  3 18 10 33     7.09   -10.44     0.17    -560.8     -6.96    -20.02     5.123     214511    0    0    0    1    1
2015  3 18 10 34     7.29   -10.27     0.83    -558.9     -5.38    -16.46     5.105     206826    0    0    0    1    1
2015  3 18 10 35     7.58    -9.99     1.47    -556.0     -1.46    -21.56     5.079     206826    0    0    0    1    1
2015  3 18 10 36     7.82    -9.79     1.40    -551.3     -4.98    -24.74     5.063     208316    0    0    0    1    1
2015  3 18 10 37     7.03   -10.05    -0.49    -556.1    -11.89    -25.77     5.053     211434    0    0    0    1    1
2015  3 18 10 38     5.56    -9.79    -1.44    -568.7    -17.07    -29.07     5.200     216413    0    0    0    1    1
2015  3 18 10 39     4.04    -9.37    -2.10    -580.4    -18.41    -36.21     5.246     213870    0    0    0    0    0
2015  3 18 10 40     4.07   -10.67    -2.21    -591.9    -13.36    -43.12     5.115     191776    0    0    0    0    0
2015  3 18 10 41     3.49   -10.81    -3.30    -594.7    -12.75    -43.62     5.156     195478    0    0    0    0    0
2015  3 18 10 42     2.40   -10.87    -4.57    -601.7    -12.93    -46.68     5.276     220230    0    0    0    0    0
2015  3 18 10 43     1.43   -10.56    -5.93    -605.1    -11.07    -52.40     5.262     228607    0    0    0    0    0
2015  3 18 10 44     0.96   -10.36    -6.60    -601.0     -8.62    -55.24     5.222     228793    0    0    0    0    0
2015  3 18 10 45     0.25    -9.95    -7.38    -602.9     -6.78    -55.94     5.370     220722    0    0    0    0    0
2015  3 18 10 46    -0.53   -10.08    -7.42    -610.5     -5.22    -57.23     5.579     216351    0    0    0    0    0
2015  3 18 10 47    -0.57   -10.17    -7.42    -607.1     -4.94    -58.65     5.327     208231    0    0    0    0    0
2015  3 18 10 48    -0.32   -10.37    -7.10    -604.0     -7.26    -55.28     5.266     204410    0    0    0    0    0
2015  3 18 10 49    -0.10   -10.80    -6.08    -601.1     -8.15    -50.98     5.255     202653    0    0    0    0    0
2015  3 18 10 50     0.09   -10.98    -5.61    -598.0     -8.52    -48.11     5.241     202095    0    0    0    0    1
2015  3 18 10 51     0.32   -10.96    -5.69    -595.4     -9.19    -47.21     5.218     202009    0    0    0    0    1
2015  3 18 10 52     0.68   -11.00    -5.68    -594.2    -10.43    -46.82     5.209     201977    0    0    0    0    1
2015  3 18 10 53     1.12   -10.99    -5.52    -592.4    -11.60    -43.72     5.215     202022    0    0    0    0    1
2015  3 18 10 54     1.71   -10.99    -4.95    -589.6    -13.12    -39.18     5.208     202291    0    0    0    0    1
2015  3 18 10 55     2.72   -11.55    -4.22    -589.9    -14.54    -37.47     5.380     202771    0    0    0    0    0
2015  3 18 10 56     2.88   -11.64    -4.06    -589.6    -14.84    -37.17     5.221     202771    0    0    0    0    0
2015  3 18 10 57     2.98   -11.63    -3.75    -589.8    -14.68    -36.52     5.226     202771    0    0    0    0    0
2015  3 18 10 58     3.30   -11.42    -3.63    -590.2    -12.40    -38.91     5.426     202895    0    0    0    0    0
2015  3 18 10 59     4.09   -11.18    -2.71    -586.1     -8.27    -37.23     5.672     210336    0    0    0    0    0
2015  3 18 11  0     4.77   -10.74    -2.55    -583.7     -6.18    -37.05     5.762     216502    0    1    1    1    1
2015  3 18 11  1     5.18   -10.39    -2.75    -581.0     -4.20    -38.42     5.822     222651    0    1    1    1    1
2015  3 18 11  2     5.39   -10.21    -2.90    -578.5     -2.28    -39.84     5.904     226859    0    1    1    1    1
2015  3 18 11  3     5.36   -10.26    -2.80    -577.6     -0.89    -39.68     5.994     226431    0    1    1    1    1
2015  3 18 11  4     5.13   -10.49    -2.43    -576.9      1.27    -38.23     6.063     225272    0    1    1    1    1
2015  3 18 11  5     5.26   -10.59    -2.07    -577.4      2.14    -37.76     6.053     225422    0    0    0    0    0
2015  3 18 11  6     5.67   -10.35    -2.10    -577.3      2.15    -40.20     6.380     227008    0    0    0    0    0
2015  3 18 11  7     6.06   -10.14    -1.99    -576.9      2.31    -38.89     7.269     230298    0    0    0    0    0
2015  3 18 11  8     6.04   -10.05    -1.74    -576.6      3.07    -35.55     7.652     230115    0    0    0    0    0
2015  3 18 11  9     6.00   -10.01    -1.71    -575.4      3.10    -31.78     7.745     228144    0    0    0    0    0
2015  3 18 11 10     5.98   -10.05    -1.79    -573.2      3.16    -22.46     7.742     220342    0    0    0    0    0
2015  3 18 11 11     5.99    -9.77    -1.03    -571.0      2.58    -16.59     7.691     218310    0    0    0    0    0
2015  3 18 11 12     6.68    -9.16     1.53    -576.7     -0.34    -17.66     6.487     218005    0    0    0    0    0
2015  3 18 11 13     7.05    -8.97     1.79    -576.2     -0.10    -17.61     6.547     219286    0    0    0    0    0
2015  3 18 11 14     7.66    -8.35     2.69    -573.9      1.50    -16.75     6.520     224905    0    0    0    0    0
2015  3 18 11 15     7.70    -7.46     4.34    -575.3     10.07     -6.35     6.675     224411    0    0    0    0    0
2015  3 18 11 16     7.73    -7.18     4.57    -574.5     11.10     -6.48     6.514     220597    0    0    0    0    0
2015  3 18 11 17     7.85    -7.06     4.27    -572.2     10.75     -6.48     6.325     212094    0    0    0    0    0
2015  3 18 11 18     8.22    -6.91     4.10    -569.2      7.89     -7.38     6.122     206199    0    0    0    0    0
2015  3 18 11 19     8.28    -6.94     4.13    -569.7      6.71    -11.31     5.756     203283    0    0    0    0    0
2015  3 18 11 20     4.41   -10.34    -1.33    -590.5     -8.14    -43.76     6.138     216222    0    0    0    0    0
2015  3 18 11 21     4.42   -10.29    -2.20    -590.3     -7.43    -43.73     6.308     240121    0    0    0    0    0
2015  3 18 11 22     4.75   -10.03    -2.72    -586.3     -4.80    -43.15     6.343     240121    0    0    0    0    0
2015  3 18 11 23     4.64    -9.54    -4.19    -585.4     -3.87    -43.47     6.323     240121    0    0    0    0    0
2015  3 18 11 24     2.74    -9.17    -6.62    -595.9     -1.27    -56.25     5.841     246285    0    0    0    0    0
2015  3 18 11 25     2.15    -9.03    -6.84    -599.8     -0.47    -60.51     5.756     245432    0    0    0    0    0
2015  3 18 11 26     3.15    -9.40    -5.37    -594.9     -1.65    -54.92     5.683     240955    0    0    0    0    0
2015  3 18 11 27     4.73    -9.92    -3.29    -586.2     -3.80    -44.87     5.631     234241    0    0    0    0    0
2015  3 18 11 28     5.65   -10.14    -1.75    -580.5     -5.48    -35.37     5.620     231331    0    0    0    0    0
2015  3 18 11 29     6.04   -10.09    -0.89    -577.4     -5.36    -29.39     5.667     234569    0    0    0    0    0
2015  3 18 11 30     6.35    -9.91    -0.75    -575.3     -1.85    -30.07     5.787     243743    0    0    0    0    0
2015  3 18 11 31     6.29    -9.54    -1.01    -574.3      2.72    -25.80     5.951     243322    0    0    0    0    0
2015  3 18 11 32     6.31    -9.12    -0.96    -571.4     16.31     -0.23     5.782     238271    0    0    0    0    0
2015  3 18 11 33     6.60    -6.88     2.85    -569.4     19.64      0.81     5.652     237560    0    0    0    0    0
2015  3 18 11 34     6.74    -6.08     3.89    -569.0     16.30     -2.19     5.347     236971    0    0    0    0    0
2015  3 18 11 35     6.81    -6.39     3.32    -569.4     14.52     -3.32     5.186     233521    0    0    0    0    0
2015  3 18 11 36     6.94    -6.33     5.41    -569.2     30.14     13.85     5.160     232578    0    0    0    0    0
2015  3 18 11 37     5.25    -7.98     4.54    -583.3     15.20      1.08     5.231     247108    0    0    0    0    0
2015  3 18 11 38     3.97    -8.97     3.03    -581.9     11.29     -2.77     4.972     245846    0    0    0    0    0
2015  3 18 11 39     3.57    -9.36     2.15    -576.8     11.83     -2.49     4.805     244734    0    0    0    0    0
2015  3 18 11 40     3.58    -9.43     2.15    -570.2     15.29      0.18     4.788     244734    0    0    0    0    0
2015  3 18 11 41     5.47    -8.66     2.73    -568.1     16.39      1.02     4.828     245817    0    0    0    0    0
2015  3 18 11 42     6.27    -8.35     3.04    -567.5     11.67      2.45     4.978     253613    0    0    0    0    0
2015  3 18 11 43     6.39    -8.58     3.02    -567.4     11.77      6.16     5.126     258868    0    0    0    1    1
2015  3 18 11 44     6.80    -8.79     2.99    -565.8     15.29      9.29     5.214     260553    0    0    0    1    1
2015  3 18 11 45     7.27    -8.72     3.06    -563.9     13.08      8.28     5.271     261824    0    0    0    1    1
2015  3 18 11 46     7.52    -8.53     3.12    -563.3      7.24      4.48     5.302     262480    0    0    0    1    1
2015  3 18 11 47     7.52    -8.63     2.77    -562.2      4.05      1.20     5.312     262037    0    0    0    1    1
2015  3 18 11 48     7.53    -8.83     2.03    -561.5     -1.02     -3.29     5.325     261075    0    0    0    1    1
2015  3 18 11 49     7.18    -8.91     1.89    -566.0     -3.70     -2.74     5.385     261114    0    0    0    1    1
2015  3 18 11 50     6.96    -8.84     0.65    -566.7     -3.69     -5.01     5.464     268017    0    0    0    1    1
2015  3 18 11 51     6.94    -8.76    -0.27    -567.0     -2.97    -11.61     5.441     272465    0    0    0    0    0
2015  3 18 11 52     6.96    -8.84     0.21    -566.1     -2.34    -18.15     5.242     271036    0    0    0    0    0
2015  3 18 11 53     6.94    -8.98     0.65    -565.6     -4.16    -24.50     5.237     261133    0    0    0    0    0
2015  3 18 11 54     6.37    -9.18    -0.43    -567.5    -13.02    -30.17     5.473     253415    0    0    0    0    0
2015  3 18 11 55     4.41    -9.35    -2.42    -583.7    -13.23    -26.42     5.771     273497    0    0    0    0    0
2015  3 18 11 56     3.28    -9.35    -3.10    -589.2      5.53    -21.57     6.094     288152    0    0    0    0    0
2015  3 18 11 57     3.33    -8.55    -3.04    -585.1     13.67    -18.61     6.297     288397    0    0    0    0    0
2015  3 18 11 58     4.18    -6.67     0.29    -582.4     22.28    -14.95     6.484     288397    0    0    0    0    0
2015  3 18 11 59     5.46    -3.48     5.54    -580.8     31.12     -8.99     6.605     281278    0    0    0    0    0
2015  3 18 12  0     6.20    -1.10     8.77    -580.0     38.66     -0.94     6.645     273241    0    0    0    0    0
2015  3 18 12  1     6.23    -0.88     9.07    -579.6     43.93      7.43     6.557     273591    0    0    0    0    0
2015  3 18 12  2     6.34    -1.56     8.74    -579.0     47.76     14.83     6.416     274135    0    0    0    0    0
2015  3 18 12  3     6.61    -2.91     8.14    -577.5     49.34     19.74     6.414     270767    0    0    0    0    0
2015  3 18 12  4     6.86    -3.42     7.98    -573.3     47.31     22.40     6.427     261245    0    0    0    0    0
2015  3 18 12  5     7.02    -3.11     7.91    -571.6     47.56     26.61     7.213     257807    0    0    0    0    0
2015  3 18 12  6     7.14    -3.23     7.81    -572.0     45.82     29.80     6.993     253710    0    0    0    0    0
2015  3 18 12  7     6.92    -3.26     7.80    -571.6     38.48     27.64     6.970     250350    0    0    0    0    0
2015  3 18 12  8     6.90    -4.01     7.69    -571.2     36.07     25.38     6.985     249610    0    0    0    0    0
2015  3 18 12  9     6.94    -4.53     7.46    -571.2     33.43     21.86     7.228     249551    0    0    0    0    0
2015  3 18 12 10     6.93    -5.40     6.95    -575.3     20.46     12.12     7.369     249666    0    0    0    0    0
2015  3 18 12 11     6.78    -7.00     5.84    -574.9     19.76     11.41     7.588     250411    0    0    0    0    0
2015  3 18 12 12     6.58    -7.32     5.12    -572.5     19.14      9.84     7.588     250411    0    0    0    0    0
2015  3 18 12 13     6.75    -7.78     4.39    -571.9     13.54      3.94     6.963     245673    0    0    0    0    0
2015  3 18 12 14     6.77    -7.82     3.84    -571.7      8.75     -0.69     6.461     245258    0    0    0    0    0
2015  3 18 12 15     7.07    -7.81     3.52    -567.1      8.31     -1.69     6.238     245582    0    0    0    0    0
2015  3 18 12 16     7.49    -7.58     3.29    -563.1      8.64     -2.55     6.030     249721    0    0    0    0    0
2015  3 18 12 17     7.89    -7.20     3.20    -561.0      9.42     -3.14     5.844     260009    0    0    0    0    0
2015  3 18 12 18     7.70    -7.23     3.31    -562.3      9.59     -3.78     5.859     271394    0    0    0    0    0
2015  3 18 12 19     6.74    -8.12     2.61    -569.1      7.56     -9.10     6.091     259826    0    0    0    0    0
2015  3 18 12 20     6.87    -8.46     1.50    -567.7      4.13    -14.26     5.969     252361    0    0    0    0    0
2015  3 18 12 21     7.05    -8.53     1.18    -566.5      2.25    -17.36     5.929     250494    0    0    0    0    0
2015  3 18 12 22     7.27    -8.33     1.30    -563.6      4.45    -16.75     5.979     250494    0    0    0    0    0
2015  3 18 12 23     7.60    -7.97     1.36    -558.9      8.39    -14.87     6.052     250871    0    0    0    0    0
2015  3 18 12 24     8.04    -7.50     1.43    -554.8     11.44    -14.12     6.261     253381    0    0    0    0    0
2015  3 18 12 25     8.65    -7.08     1.23    -552.9      8.54    -16.45     6.312     254955    0    0    0    0    0
2015  3 18 12 26     9.06    -6.75     0.98    -554.0      5.67    -18.67     6.163     263274    0    0    0    0    0
2015  3 18 12 27     8.72    -7.26     0.33    -555.9      2.61    -27.62     5.965     265350    0    0    0    0    0
2015  3 18 12 28     8.32    -7.77     0.41    -558.9     -0.04    -27.95     6.077     255077    0    0    0    0    0
2015  3 18 12 29     8.16    -7.93     1.45    -558.6     -0.29    -18.45     6.752     255335    0    0    0    0    0
2015  3 18 12 30     8.11    -7.78     2.50    -558.1      0.76    -10.65     6.821     257846    0    0    0    0    0
2015  3 18 12 31     8.09    -7.94     2.16    -555.6      4.11     -6.53     6.779     259424    0    0    0    0    0
2015  3 18 12 32     7.82    -7.69     3.00    -557.5      4.15     -4.13     6.748     259605    0    0    0    0    0
2015  3 18 12 33     7.56    -7.69     3.27    -561.0      1.12     -4.11     6.685     259283    0    0    0    0    0
2015  3 18 12 34     7.57    -8.15     2.95    -560.5     -1.89     -7.09     6.432     258371    0    0    0    0    0
2015  3 18 12 35     7.69    -8.29     2.69    -558.6     -2.26     -8.20     6.073     257227    0    0    0    0    0
2015  3 18 12 36     7.92    -7.86     2.65    -556.7     -0.03     -7.50     5.751     257227    0    0    0    0    0
2015  3 18 12 37     8.17    -7.48     2.57    -555.5      1.49    -10.23     5.496     253317    0    0    0    0    0
2015  3 18 12 38     8.14    -7.35     1.64    -558.4     -2.30    -16.64     5.249     252059    0    0    0    0    0
2015  3 18 12 39     7.87    -7.38     1.28    -559.2     -2.85    -16.12     5.337     252059    0    0    0    0    0
2015  3 18 12 40     7.69    -7.51     1.99    -562.2     -3.66    -11.15     5.688     261899    0    0    0    0    0
2015  3 18 12 41     7.24    -7.68     2.85    -566.0      0.37     -3.97     6.137     287746    0    0    0    0    0
2015  3 18 12 42     6.60    -8.53     2.21    -573.1     -7.36    -16.79     6.527     292109    0    0    0    0    0
2015  3 18 12 43     3.06    -9.08    -3.56    -600.2    -20.02    -51.69     6.119     327680    0    0    0    0    1
2015  3 18 12 44     0.52    -8.89    -6.70    -617.2    -18.17    -76.54     5.985     324890    0    0    0    1    1
2015  3 18 12 45     0.18    -8.85    -6.92    -625.4    -15.49    -84.22     6.061     323895    0    0    0    1    2
2015  3 18 12 46     0.19    -8.79    -7.04    -625.9    -15.36    -84.46     6.039     322341    0    0    0    1    1
2015  3 18 12 47     0.96    -8.91    -6.52    -618.9    -13.99    -82.20     5.940     298182    0    0    0    0    1
2015  3 18 12 48     1.57    -8.98    -6.17    -612.6    -13.09    -81.08     5.861     276046    0    0    0    0    1
2015  3 18 12 49     1.79    -8.93    -6.26    -608.7    -13.21    -82.40     5.829     261352    0    0    0    1    1
2015  3 18 12 50     2.08    -8.93    -6.27    -603.5    -12.14    -82.59     5.811     260970    0    0    0    1    1
2015  3 18 12 51     2.77    -9.00    -4.85    -598.6    -11.32    -71.61     5.815     260843    0    0    0    1    2
2015  3 18 12 52     3.63    -9.11    -2.43    -593.9    -10.78    -55.14     5.833     260843    0    0    0    1    2
2015  3 18 12 53     4.47    -9.22     0.59    -589.2    -10.57    -38.90     5.860     260843    0    0    0    1    2
2015  3 18 12 54     4.81    -9.32     1.92    -588.7    -11.70    -26.15     5.868     257344    0    0    0    1    1
2015  3 18 12 55     4.84    -9.74     2.10    -584.6    -13.27    -22.39     5.851     247348    0    0    0    1    1
2015  3 18 12 56     4.92    -9.85     2.17    -582.6    -13.29    -19.46     5.780     242998    0    0    0    1    1
2015  3 18 12 57     5.40    -9.59     2.34    -579.9    -11.24    -17.68     5.694     242998    0    0    0    1    1
2015  3 18 12 58     6.06    -9.28     2.50    -575.9    -10.06    -17.86     5.614     242621    0    0    0    1    1
2015  3 18 12 59     6.45    -9.16     2.16    -573.4    -15.28    -22.85     5.493     240712    0    0    0    1    1
2015  3 18 13  0     6.46    -9.42     0.95    -570.5    -19.20    -26.79     5.453     237163    0    0    0    1    1
2015  3 18 13  1     6.54    -9.49    -0.19    -574.6    -26.38    -34.84     5.372     236583    0    0    0    1    1
2015  3 18 13  2     6.54    -9.57     1.15    -572.2    -31.85    -40.30     5.353     237193    0    0    0    1    1
2015  3 18 13  3     6.43    -9.80     1.63    -578.6    -29.03    -47.45     5.261     239973    0    0    0    1    1
2015  3 18 13  4     5.87    -9.88     1.69    -584.6    -24.30    -46.02     5.240     243395    0    0    0    0    0
2015  3 18 13  5     6.11    -9.14     2.57    -580.6    -20.29    -41.17     5.338     243967    0    0    0    0    0
2015  3 18 13  6     6.56    -8.20     3.47    -575.6    -16.53    -35.86     5.506     243967    0    0    0    0    0
2015  3 18 13  7     6.49    -8.13     2.29    -574.6    -11.44    -31.29     5.767     244142    0    0    0    0    0
2015  3 18 13  8     6.50    -7.70     2.51    -575.2     -6.21    -20.22     6.200     249660    0    0    0    0    0
2015  3 18 13  9     6.09    -7.10     4.23    -578.1     -1.42     -9.20     6.698     276655    0    0    0    0    0
2015  3 18 13 10     6.22    -6.83     5.73    -577.3     -1.40    -11.35     6.936     272729    0    0    0    0    0
